date,RV_Bitcoin,V_Bitcoin,R_Bitcoin,R5_Bitcoin,btc_tot,turnover,price,turnover_pct_change,log_btc_tot
2017-03-03,0.004423887953241785,0.2271018478219986,0.0194797532282045,0.09053242365124392,16195518.75,0.000882944574889273,1271.3576718266668,1.2011916231944468,16.60024514156577
2017-03-04,0.005306763233505608,-0.8542300459637051,-0.006212335024482485,0.06451942659987853,16197287.5,0.00045129891481336,1263.4595720333334,-0.017835174821016153,16.600354347911654
2017-03-05,-8.02396914444862e-05,-0.8815181771678136,9.102443207953392e-05,0.060236266323749676,16199093.75,0.00036418083282776235,1263.5745777233333,-0.4747150906093258,16.60046585727981
2017-03-06,0.0013385847221346193,0.13587363318931978,0.009851688592660945,0.052730091829252146,16200900.0,0.0005173507817744692,1276.0229209766667,-0.26413075873986436,16.600577354215016
2017-03-07,-0.040054211103379096,1.4110759287482466,-0.02838558173046779,-0.00582397990256589,16202743.75,0.0015011801730191528,1239.8022680633333,0.4111523816877285,16.600691153145544
2017-03-08,-0.04381150459569965,0.9970023811220328,-0.043943229650458715,-0.06767278906366647,16204587.5,0.0014064568453803592,1185.3213522766666,0.5929163453512787,16.60080493912735
2017-03-09,0.008057529606324172,-0.647551348910075,-0.012443074390758646,-0.07351819051124286,16206487.5,0.0007843905718206984,1170.5723105133334,0.7380732505086842,16.600922183001686
2017-03-10,0.00010502073987922377,0.945948696969575,0.00011102160213938284,-0.07349966518319873,16208387.5,0.0036260024266288053,1170.7022693266665,8.956598754728276,16.601039413131506
2017-03-11,-0.0008752206186004527,0.12474928542285202,-0.007015836729114655,-0.0889749751071095,16210287.5,0.0008889469523116107,1162.4888133466666,0.7182673412855358,16.60115662952003
2017-03-12,-0.06095598436467566,-1.809771510331072,0.03368159130404513,-0.030778280208832776,16212187.5,0.0005914133142008134,1201.6432864533335,-0.6060344222296974,16.601273832170488
2017-03-13,-0.005935449564550321,-0.24441434936236295,0.024284374383234608,0.038388821337438594,16214068.75,0.0006956374846375313,1230.8244418966667,-0.5053972065176272,16.60138986468362
