date,close,name,volume
2011-12-22,4.18381884481,Bitcoin,1.0760545121028744e-06
2011-12-23,4.18625701649,Bitcoin,1.8829557184872628e-05
2011-12-24,4.33,Bitcoin,3.4258383445116965e-06
2011-12-25,4.30397596469,Bitcoin,3.0400742971004015e-06
2011-12-26,4.29600078561,Bitcoin,7.125185481283338e-06
2011-12-27,4.31066492956,Bitcoin,7.285552482091555e-06
2011-12-28,4.26789587568,Bitcoin,4.455823140122957e-06
2011-12-29,4.34832112065,Bitcoin,4.5783613266379486e-06
2011-12-30,4.23234753066,Bitcoin,7.0988730129835194e-06
2011-12-31,4.4621255323,Bitcoin,1.191466029587315e-05
2012-01-01,4.89672993241,Bitcoin,2.6976956194603233e-06
2012-01-02,5.0,Bitcoin,2.376514329203628e-06
2012-01-03,5.27964067777,Bitcoin,1.0973112416801696e-05
2012-01-04,5.29757461686,Bitcoin,1.3352583176231805e-05
2012-01-05,6.19961419834,Bitcoin,1.1792995774880036e-05
2012-01-06,6.57577205742,Bitcoin,4.210736845310218e-06
2012-01-07,6.8,Bitcoin,3.6728363934304125e-08
2012-01-08,6.92,Bitcoin,6.200512162304607e-07
2012-01-09,6.6255302208,Bitcoin,8.284595897305652e-06
2012-01-10,6.63355620316,Bitcoin,7.709919321219923e-06
2012-01-11,7.05219374195,Bitcoin,1.3027943591994709e-05
2012-01-12,7.2667044125,Bitcoin,1.0166845599189633e-05
2012-01-13,7.0438295775,Bitcoin,6.0440552985608854e-06
2012-01-14,6.44373960561,Bitcoin,2.0761348081831967e-06
2012-01-15,7.15,Bitcoin,2.057336893783995e-06
2012-01-16,6.85808929954,Bitcoin,1.5569130504886395e-06
2012-01-17,6.12819805341,Bitcoin,9.900764653656496e-06
2012-01-18,6.15176079213,Bitcoin,1.6394757619539044e-05
2012-01-19,6.25100260435,Bitcoin,3.028507128258321e-05
2012-01-20,6.75392637081,Bitcoin,1.1753032346411883e-05
2012-01-21,6.29208123552,Bitcoin,9.975934690801708e-06
2012-01-22,6.16956114034,Bitcoin,9.9490170503443e-06
2012-01-23,6.4104489542,Bitcoin,1.1609098024803093e-05
2012-01-24,6.44423500753,Bitcoin,1.0440581554364893e-05
2012-01-25,6.23731456812,Bitcoin,9.903738645554514e-06
2012-01-26,6.14731751724,Bitcoin,3.649423731749265e-06
2012-01-27,5.73890012008,Bitcoin,1.1221535511507315e-05
2012-01-28,4.91,Bitcoin,3.043954705953976e-08
2012-01-29,5.5220853758,Bitcoin,1.150053237808234e-06
2012-01-30,5.53567282322,Bitcoin,1.8421644216806714e-06
2012-01-31,5.7833416592,Bitcoin,1.3415849448358126e-05
2012-02-01,5.90462258905,Bitcoin,1.4627195545905558e-06
2012-02-02,6.14281350922,Bitcoin,3.0416336300429885e-05
2012-02-03,6.11208404606,Bitcoin,1.883144616688357e-05
2012-02-04,6.03045882527,Bitcoin,8.180580459012429e-06
2012-02-05,5.85922278662,Bitcoin,5.782353881755839e-06
2012-02-06,5.54687787514,Bitcoin,3.5228795964998594e-06
2012-02-07,5.66568322075,Bitcoin,1.9952884141957585e-05
2012-02-08,5.71162489112,Bitcoin,1.0072922982631648e-05
2012-02-09,5.77621304562,Bitcoin,1.0068306367117877e-05
2012-02-10,5.87934334784,Bitcoin,2.128941864277786e-05
2012-02-11,5.52005463297,Bitcoin,2.259583666452268e-07
2012-02-12,5.72597482838,Bitcoin,7.788509721609148e-06
2012-02-13,5.72545693342,Bitcoin,1.1974324271588345e-05
2012-02-14,5.16208334821,Bitcoin,1.538880407186921e-05
2012-02-15,4.95222043009,Bitcoin,8.121283481688252e-06
2012-02-16,4.62834421255,Bitcoin,1.3840753099609463e-05
2012-02-17,4.70528674775,Bitcoin,2.9264505658052905e-05
2012-02-18,4.40772181604,Bitcoin,3.0396913831484237e-05
2012-02-19,4.32882757458,Bitcoin,1.1063719518935212e-05
2012-02-20,4.55754296133,Bitcoin,3.768314471559261e-05
2012-02-21,4.45016115515,Bitcoin,4.2718548136980914e-05
2012-02-22,4.53276630259,Bitcoin,8.966316690826073e-06
2012-02-23,4.91876692117,Bitcoin,8.502759650418688e-05
2012-02-24,5.14793325182,Bitcoin,4.4678690219845515e-06
2012-02-25,5.01246160392,Bitcoin,1.4224177412499406e-05
2012-02-26,4.92420537897,Bitcoin,4.851403526460313e-06
2012-02-27,5.05757765525,Bitcoin,3.662494982520176e-05
2012-02-28,5.0235497397,Bitcoin,5.211992696200883e-05
2012-02-29,4.94501538203,Bitcoin,2.8649909090371493e-05
2012-03-01,4.99731872037,Bitcoin,3.440704312230977e-05
2012-03-02,4.74270808102,Bitcoin,2.9042240934878477e-05
2012-03-03,4.68442141316,Bitcoin,1.4856259768575736e-05
2012-03-04,4.79598210271,Bitcoin,1.339405980900731e-05
2012-03-05,4.96071773773,Bitcoin,6.10265698586406e-05
2012-03-06,4.99459001082,Bitcoin,3.4913835030602636e-05
2012-03-07,5.07346069042,Bitcoin,4.392154462949625e-05
2012-03-08,4.96110698215,Bitcoin,3.836871844911147e-05
2012-03-09,5.02792474282,Bitcoin,3.2581976453465345e-05
2012-03-10,4.85743964058,Bitcoin,1.3373153568162097e-05
2012-03-11,4.90133894053,Bitcoin,2.8916645977213485e-06
2012-03-12,4.95522424377,Bitcoin,1.2730640381351469e-05
2012-03-13,5.05766406102,Bitcoin,8.591891083731455e-05
2012-03-14,5.35317643827,Bitcoin,0.00013201328339993923
2012-03-15,5.36037670462,Bitcoin,7.392847879293838e-05
2012-03-16,5.35702190569,Bitcoin,1.839815482768276e-05
2012-03-17,5.39169235538,Bitcoin,1.676923500046622e-05
2012-03-18,5.33661414619,Bitcoin,4.805229758145276e-05
2012-03-19,5.07478390585,Bitcoin,4.830389994124798e-05
2012-03-20,4.89074203454,Bitcoin,3.251803618114401e-05
2012-03-21,4.93480873135,Bitcoin,1.0833323497134495e-06
2012-03-22,4.87204902613,Bitcoin,4.5992689952430674e-05
2012-03-23,4.62908467011,Bitcoin,4.557212151323531e-05
2012-03-24,4.80440675275,Bitcoin,2.2183957716496217e-05
2012-03-25,4.58219991831,Bitcoin,1.790492667559585e-06
2012-03-26,4.56575063526,Bitcoin,7.487189087924347e-06
2012-03-27,4.78734419836,Bitcoin,4.268913556736903e-05
2012-03-28,4.85547174134,Bitcoin,4.831271071848963e-05
2012-03-29,4.84445189911,Bitcoin,1.2728983797869733e-05
2012-03-30,4.85723113361,Bitcoin,1.859465246864865e-05
2012-03-31,4.91016941137,Bitcoin,1.8229708548029247e-05
2012-04-01,4.79312554873,Bitcoin,3.54787953769191e-05
2012-04-02,4.92604845007,Bitcoin,0.0001021134653818861
2012-04-03,4.97073785718,Bitcoin,2.805419013579077e-05
2012-04-04,4.91519397483,Bitcoin,3.504812425829771e-05
2012-04-05,4.96502351692,Bitcoin,4.5964154820696576e-05
2012-04-06,4.88161796438,Bitcoin,8.317929763824638e-05
2012-04-07,4.79159460934,Bitcoin,2.617994385275933e-05
2012-04-08,4.75130819928,Bitcoin,2.027334887275244e-05
2012-04-09,4.77373342597,Bitcoin,1.812333330323414e-05
2012-04-10,4.8140529819,Bitcoin,3.595450404522613e-05
2012-04-11,4.87096366652,Bitcoin,4.8567539271837185e-05
2012-04-12,4.84671066125,Bitcoin,8.629602347045242e-05
2012-04-13,4.89476746566,Bitcoin,0.0001255950246856609
2012-04-14,4.97165159157,Bitcoin,6.201466411199418e-05
2012-04-15,4.95688209505,Bitcoin,1.3081812328120288e-05
2012-04-16,4.95713672084,Bitcoin,5.536866474793152e-05
2012-04-17,4.9816110764,Bitcoin,3.209453879308386e-05
2012-04-18,5.10167577362,Bitcoin,9.534332061229008e-05
2012-04-19,5.11405755109,Bitcoin,6.381803545851529e-05
2012-04-20,5.16852483021,Bitcoin,4.225224130302979e-05
2012-04-21,5.25703500442,Bitcoin,3.418899918248109e-05
2012-04-22,5.21099098956,Bitcoin,1.5790049539400556e-05
2012-04-23,5.14419335435,Bitcoin,0.00010710069851522362
2012-04-24,5.08418890962,Bitcoin,0.00022318272737582563
2012-04-25,5.01464018279,Bitcoin,0.00018445893974942154
2012-04-26,5.02198481157,Bitcoin,8.595615158179665e-05
2012-04-27,5.01111894246,Bitcoin,8.091666320279484e-05
2012-04-28,4.95982384462,Bitcoin,2.3084430856100568e-05
2012-04-29,4.88020974012,Bitcoin,7.07327973024658e-06
2012-04-30,4.946262214,Bitcoin,5.5131966505961816e-05
2012-05-01,4.97423921376,Bitcoin,9.338118624452678e-05
2012-05-02,5.07476056435,Bitcoin,5.555997121704992e-05
2012-05-03,5.10587149563,Bitcoin,7.229512513392357e-05
2012-05-04,5.1149578255,Bitcoin,8.689534374004496e-05
2012-05-05,5.06578518029,Bitcoin,4.6491773985713566e-05
2012-05-06,5.05264858489,Bitcoin,0.00013792654685834837
2012-05-07,5.03445520713,Bitcoin,9.764492385743158e-05
2012-05-08,5.04619539701,Bitcoin,7.145543645399327e-05
2012-05-09,5.03855295587,Bitcoin,3.9036418965363525e-05
2012-05-10,4.99070997669,Bitcoin,0.00010101636085246175
2012-05-11,4.92669209539,Bitcoin,4.6049558147453697e-05
2012-05-12,4.92687078649,Bitcoin,2.4388656096916865e-05
2012-05-13,4.94178748514,Bitcoin,4.394032951777778e-05
2012-05-14,4.9265588519,Bitcoin,7.979805566652048e-05
2012-05-15,4.96395388576,Bitcoin,6.66758338784295e-05
2012-05-16,5.01085553693,Bitcoin,1.9738811291154116e-05
2012-05-17,5.02526332524,Bitcoin,6.772291275317998e-05
2012-05-18,5.04947011862,Bitcoin,0.00010102732589164624
2012-05-19,5.06865575572,Bitcoin,1.8585348540327665e-05
2012-05-20,5.07399260507,Bitcoin,2.9184746151847942e-06
2012-05-21,5.05946322657,Bitcoin,3.910767177082643e-05
2012-05-22,5.05125141106,Bitcoin,7.48472666869036e-05
2012-05-23,5.06408885244,Bitcoin,6.157008732750158e-05
2012-05-24,5.09220833645,Bitcoin,9.973351878036615e-05
2012-05-25,5.08749498579,Bitcoin,3.0283631313581962e-05
2012-05-26,5.08837608552,Bitcoin,4.278396391763641e-05
2012-05-27,5.05379871068,Bitcoin,0.00010046736675831427
2012-05-28,5.07898054864,Bitcoin,1.9856129979724498e-05
2012-05-29,5.07021655175,Bitcoin,0.00014731393009059462
2012-05-30,5.12010592349,Bitcoin,8.212327036205921e-05
2012-05-31,5.12888816166,Bitcoin,0.00012090615082896555
2012-06-01,5.20949974217,Bitcoin,5.18943531086089e-05
2012-06-02,5.19455918005,Bitcoin,2.1065311968604784e-05
2012-06-03,5.19300817067,Bitcoin,1.5678606707408776e-06
2012-06-04,5.18461377485,Bitcoin,0.00014852778061547877
2012-06-05,5.36301977488,Bitcoin,0.00010146015755454796
2012-06-06,5.43684879634,Bitcoin,8.409981722044328e-05
2012-06-07,5.47275460588,Bitcoin,0.00015403046068878303
2012-06-08,5.56445249005,Bitcoin,0.00015223502475175798
2012-06-09,5.57395077233,Bitcoin,3.849118378423973e-05
2012-06-10,5.4643322738,Bitcoin,2.9462743720368842e-05
2012-06-11,5.45982622209,Bitcoin,7.254349217221241e-05
2012-06-12,5.86903541473,Bitcoin,0.0010129526292766337
2012-06-13,5.85781671919,Bitcoin,0.00018334245316960993
2012-06-14,5.84082979519,Bitcoin,0.0003507840162683574
2012-06-15,5.86020924434,Bitcoin,0.00022106803986041436
2012-06-16,6.36330404892,Bitcoin,0.00010929346389864159
2012-06-17,6.3178950333,Bitcoin,4.585619698068743e-05
2012-06-18,6.14466423759,Bitcoin,0.00026819809503858636
2012-06-19,6.41240931388,Bitcoin,0.0001499016702322369
2012-06-20,6.53533609978,Bitcoin,0.00022384151636718478
2012-06-21,6.65806795099,Bitcoin,5.1809708530130344e-05
2012-06-22,6.61068536076,Bitcoin,0.00010370506579380889
2012-06-23,6.44534835018,Bitcoin,0.00012233837671556366
2012-06-24,6.39447611661,Bitcoin,6.440919204415971e-05
2012-06-25,6.24617931075,Bitcoin,0.0002101720670227306
2012-06-26,6.3328944826,Bitcoin,0.00024395621222625876
2012-06-27,6.53904879503,Bitcoin,0.0012044705578453793
2012-06-28,6.2756293953,Bitcoin,0.00045712837592606486
2012-06-29,6.51000624542,Bitcoin,0.0008702298292647933
2012-06-30,6.52544974272,Bitcoin,8.859393363576059e-05
2012-07-01,6.55178202107,Bitcoin,3.5539989045416035e-05
2012-07-02,6.58922415392,Bitcoin,0.00019144651596797539
2012-07-03,6.57010451124,Bitcoin,0.00020667729421559053
2012-07-04,6.47497298959,Bitcoin,0.000214860024253606
2012-07-05,6.60417808648,Bitcoin,0.00014993307030903666
2012-07-06,6.52187383803,Bitcoin,0.00017703874402342606
2012-07-07,6.6654530727,Bitcoin,0.00014984864089538107
2012-07-08,6.60374863961,Bitcoin,8.826737366236334e-05
2012-07-09,6.79433205908,Bitcoin,0.00018605315017816652
2012-07-10,7.02567565138,Bitcoin,0.00015866545923115698
2012-07-11,7.11201155346,Bitcoin,7.970585448520484e-05
2012-07-12,7.18307166339,Bitcoin,0.0002464424485883668
2012-07-13,7.59130889688,Bitcoin,0.00012752723414995659
2012-07-14,7.53932386935,Bitcoin,7.588101529225707e-05
2012-07-15,7.50193401446,Bitcoin,3.407743002195955e-05
2012-07-16,7.63920785558,Bitcoin,0.0003886863744328264
2012-07-17,8.20320787026,Bitcoin,0.00038611435916928726
2012-07-18,8.72959501985,Bitcoin,0.0002755939047678293
2012-07-19,9.0596277563,Bitcoin,0.0002647478940920513
2012-07-20,8.18513815277,Bitcoin,0.00014514556291098595
2012-07-21,8.63355171524,Bitcoin,0.00025044324963535133
2012-07-22,8.57267161303,Bitcoin,0.00015595029352198845
2012-07-23,8.59499477383,Bitcoin,0.00027160343572994706
2012-07-24,8.58287386529,Bitcoin,0.000136317206749226
2012-07-25,8.51094768349,Bitcoin,0.00018826648077027933
2012-07-26,8.62482336207,Bitcoin,8.776006424029083e-05
2012-07-27,8.86464724429,Bitcoin,7.19624344133856e-05
2012-07-28,8.90479281083,Bitcoin,0.00015675863127274627
2012-07-29,8.7313322413,Bitcoin,6.168811281209999e-05
2012-07-30,8.69707708047,Bitcoin,0.00025302641394581615
2012-07-31,9.16735124132,Bitcoin,0.00013817187175116193
2012-08-01,9.32753120486,Bitcoin,0.000252247250188695
2012-08-02,9.5773628618,Bitcoin,0.00023016905702433497
2012-08-03,10.7800070425,Bitcoin,0.00025179797485572745
2012-08-04,10.7487050683,Bitcoin,6.607459826901727e-05
2012-08-05,10.4545508089,Bitcoin,0.00019814012938389118
2012-08-06,10.7371531318,Bitcoin,0.00021494910687863103
2012-08-07,10.7659321357,Bitcoin,0.00010780837431779037
2012-08-08,10.8952715683,Bitcoin,0.0002846866578813553
2012-08-09,11.2098204209,Bitcoin,0.0002520128164103892
2012-08-10,11.096739241,Bitcoin,0.00026437173921116093
2012-08-11,11.3150631368,Bitcoin,3.7104854217272386e-05
2012-08-12,11.4659768247,Bitcoin,8.662926000888576e-05
2012-08-13,11.6295231094,Bitcoin,0.00036128674294194467
2012-08-14,12.0496962316,Bitcoin,0.00019866043125489952
2012-08-15,12.5065510731,Bitcoin,0.00016409802935953789
2012-08-16,13.3036774458,Bitcoin,0.00015749109338118495
2012-08-17,14.2476034723,Bitcoin,0.0005009548121681416
2012-08-18,11.6262854789,Bitcoin,0.00025822101531414356
2012-08-19,8.97747235161,Bitcoin,0.0005575962444710427
2012-08-20,9.0631897225,Bitcoin,0.000347188328797902
2012-08-21,10.1447022065,Bitcoin,0.0003471071436483521
2012-08-22,10.2995893283,Bitcoin,0.0008395107709231377
2012-08-23,9.99721323662,Bitcoin,0.0002774768786281034
2012-08-24,10.1157765929,Bitcoin,0.0004267039814346769
2012-08-25,10.4018510301,Bitcoin,5.9423445296135194e-05
2012-08-26,10.4774874534,Bitcoin,0.00014423566398484165
