date,RV_Bitcoin,RV_Ethereum,RV_Ripple,V_Bitcoin,V_Ethereum,V_Ripple,R_Bitcoin,R_Ethereum,R_Ripple
2015-09-20,-0.0,0.0,0.0,0.0,0.0,0.0,-0.001209555488357994,0.06352512661620535,0.020716385993050146
2015-09-21,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.01781929847324948,-0.020670364272813102,-0.0510671729736808
2015-09-22,0.0,-0.0,-0.0,0.0,0.0,0.0,0.01554449777621203,-0.018770530778077776,-0.010901062508624104
2015-09-23,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0014742867054028386,-0.009303656259287085,-0.0697544642857143
2015-09-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.01845579294771582,-0.08931661529024859,0.006298740251949431
2015-09-25,0.0,-0.0,-0.0,0.0,0.0,0.0,0.002600946573998897,-0.09511559592433727,-0.008941877794336861
2015-09-26,0.0019228897458969528,-0.056833023568369084,-0.007756954294225411,-0.5651853685627728,-0.8411929617533893,0.3461996379637533,-0.003402228459640999,0.06756240975899974,-0.022406015037593874
2015-09-27,0.0035020871487041255,0.06322767494635442,-0.0007849617597432535,-0.5194171534350076,-0.7630660470101578,-0.14580104000259908,-0.006742340189468399,-0.08286002921253388,0.005383787109675353
2015-09-28,0.0018005096672448376,-0.07844136517963188,-0.024891178333503097,0.06568755958431183,0.40987579273173225,0.6695009941883789,0.027410207939508435,-0.19137837991562612,-0.037178702570379474
2015-09-29,9.323622183258694e-05,0.006279588964245886,-0.1309151844748181,-0.009100616362875513,0.046770821530966344,1.1538504984594251,-0.010245044743664722,0.13426296051028852,-0.11345939933259186
2015-09-30,0.00040351649050104454,-0.042850402628286356,-0.009049762549422118,-0.15160050497887667,-0.36556262479136237,0.8557394112411316,-0.002661709408931512,0.11721767960480745,-0.010575371930453326
2015-10-01,-0.000708313872784624,0.025909826325450604,-0.007504423160108933,-0.11221783410035968,-0.3951792883672205,0.5753391089416784,0.006311954587816748,-0.06556473754609804,-0.013043478260869712
2015-10-02,0.00016018325862971456,0.023100224356366415,0.04696665771493492,-0.1463520503364819,-1.3696522080688602,0.6092246457880126,-0.0010945064197012133,-0.016865759219953036,0.0770925110132159
2015-10-03,-0.001926109415958754,-0.02059037502816325,-0.011546702910824998,-0.31739340507836644,-1.6252289338561035,0.19303718712456153,0.006068523747313481,0.012669215148237267,-0.059815950920245387
2015-10-04,0.0010794812445838395,0.05521785712212224,-0.004069630131397604,-0.5483075691904205,-2.0191629468106527,0.07990088766875658,-0.001968751309010197,-0.027346904918863046,-0.05093347833967732
2015-10-05,0.00035640777514173394,0.06813966746555705,-0.027203946127684304,0.04005552665342904,-1.1461426112583482,0.6247362365112039,0.008897842692856539,-0.05945129933765103,-0.04354469060351429
2015-10-06,0.0052551119714508016,-0.03358252155742117,0.0026367913542014007,0.22239855910164508,-0.9595226388247404,0.04126578469325182,0.02362925368167068,0.03499919668237772,0.06389776357827492
2015-10-07,-0.0005128124010748733,0.06983084427011747,0.0008379305417983583,0.04083579916132152,-1.1012698371217144,0.09498923248301416,-0.012557912704218466,-0.0634093860707452,0.008821321321321296
2015-10-08,0.00046144247180017695,-0.014453868686747267,-0.042866070923654395,-0.16733832443774688,-0.7144722689227461,0.6697823581821005,-0.0027575420833847453,0.020230132526403377,-0.06399999999999995
2015-10-09,-0.0014281973046740707,-0.02119791352395606,-0.008789415443860648,-0.21230196743713492,-0.4558343250020709,0.9212406062096417,0.006727197688815467,0.04650354824389269,-0.009540846750149101
2015-10-10,-0.0011908786272423859,0.049517882694399114,-0.008174000584910534,-0.2876148747952847,-1.414857537292674,-0.7542786095298002,0.0041405321198704215,-0.03499849376294906,0.010836845273931361
2015-10-11,-0.0019453517295329515,-0.0193258807071163,-0.027933830422281123,-0.2258267548017976,-1.7075555140906005,-0.9703634747381376,0.008614354535804836,0.011317863781084014,0.0287869763748263
2015-10-12,0.0013053132779552777,0.022487570753736596,-0.01588359217517948,-0.1853319800683053,-1.598430022221505,-1.0552407006638536,-0.007043108682452948,-0.014068536276917065,0.015052103434967101
2015-10-13,0.005135844240989491,0.015411702765724202,0.00015846445185489246,0.2999699882755067,-0.5250714711524544,0.00712412834834808,0.01712119359178188,-0.029351628516205208,0.022243346007604803
2015-10-14,0.002967292488498439,-0.09527047960984551,-9.31529818807998e-05,0.298535947098884,0.6835946873465897,-0.012216672770074766,0.009939481383511861,-0.13936691050020167,0.007625069741491464
2015-10-15,0.0021198647822826605,-0.0185501493211856,-0.0009218115924546792,0.22926383111047954,-0.2493223975893546,0.2628618530483937,0.009246398666613587,0.07440225788193544,-0.003506829088224417
2015-10-16,0.019676047898388175,0.029040743831060707,1.1056890494906062e-07,0.5852646200605918,-0.6428458047633736,-0.0005969615178198495,0.0336190625983015,-0.045175287161981825,-0.0001852194850898714
2015-10-17,0.022684201290328974,-0.008012040462432904,-0.0045441379952197,0.7674383517617507,-0.402360727126549,0.1257910610163897,0.02955833682048148,0.01991258073234614,-0.03612449055205624
2015-10-18,-0.0036388013515813718,0.06640957727837123,0.015448106914659926,0.10942279975466462,-1.2341346174441217,-0.3588236619507832,-0.0332545078332841,-0.05381064297175675,-0.043052085335383516
2015-10-19,0.0014388422124422678,0.0349418669997191,-0.0018883253921346474,0.20914370914633196,-0.6298952844440322,-0.14690581449122675,0.006879682005809462,-0.05547250132307313,0.01285398674432603
2015-10-20,0.009310678368598705,0.014245681065015375,-0.012522995649509717,0.40744270920658465,-0.12856579275311297,0.2024149585271715,0.022851503188581868,-0.11080459864134773,-0.06186793575252825
2015-10-21,-0.0025691123767853565,0.010616458371561553,0.0023690605929472535,0.21701348622212535,0.36930751817982177,-0.3296478136833336,-0.011838491798411677,0.02874693270228046,-0.007186641302050378
2015-10-22,0.01738224584173231,0.21564762276453672,-0.000580408317081456,0.5972091097132974,0.8013876487554299,-0.10485299482044752,0.029105794869868973,0.26909277064531945,0.0055354481583989035
2015-10-23,0.0030838292082421,-0.037444188024747964,0.0012130902196776571,0.3407382579203606,0.7579654280629491,-0.12455271972907944,0.009050434274870511,-0.04940091808730651,-0.009739572305737743
2015-10-24,0.0036959977251872756,-0.02092699179941803,0.0018218358286037483,0.19843560602219057,-0.47187555314831187,-0.5680484113586157,0.01862567811934901,0.04434853990590315,-0.003207184092367088
2015-10-25,0.005464000930924192,0.038661149607249576,0.0033011256979582552,0.7580964838397897,0.415432845376456,-0.14518724531963656,0.0072075270726079665,0.0930623325467097,-0.022737022737022605
2015-10-26,0.002284943272971073,0.180687388766462,0.007379551459980043,0.4001189553558291,0.9655830105336882,0.2825313987535214,0.005710659898477077,0.1871277630150039,0.026119402985074647
2015-10-27,0.02246389568387286,0.2814862573749557,-0.0005835350022558376,0.7548821482460468,1.4882137972056935,0.10492408213638527,0.029758149316508886,0.1891436955519974,-0.005561497326203257
2015-10-28,0.030914467385878438,0.2582513662417301,0.00040391870581482235,0.8386298590302168,1.7228267813486173,0.07222377166665694,0.03686306545491669,0.14989978623362976,0.005592600559260141
2015-10-29,0.03233678390447822,0.3470573168635447,-0.004482371338246118,1.0660639732664698,1.6526538898264036,0.5110996586902576,0.03033287374433713,0.20999999999999996,-0.008770053475935846
2015-10-30,0.056104775191410196,-0.235789515021001,0.04862194737549589,1.244455458768627,1.6782665480906545,1.099093190917305,0.045083795322755194,-0.14049586776859502,0.044238239102287524
2015-10-31,-0.031423319784140084,-0.04398864045685606,0.001791569188157389,0.7447372198262876,0.37081197729754756,-0.05703554803614175,-0.04219383555379397,-0.11862788461538454,-0.031411448646414764
2015-11-01,0.015893057387053745,0.03620329843481472,0.014581294441953281,0.443438884484074,0.23145864866054922,0.31935760303474225,0.03584046853614287,0.15641367753731883,0.04565820354171124
2015-11-02,0.15783361813637445,-0.05956674019110373,0.022031897426190952,1.4363477167259617,0.8992998903671765,0.42344442857161546,0.10988538241710955,-0.06623679245283032,0.05203019791879204
2015-11-03,0.24864846612937164,0.028820964495793154,0.04263637564379302,2.1266715482185106,1.411442958157762,0.9684279859885319,0.11691907306403837,0.020419503550756835,0.044026377036462394
2015-11-04,0.047242341081874265,-0.20599283130031582,-0.09936335453999734,2.341339709981529,1.8751938676279316,1.2267727924055176,0.020177482524416313,-0.10985148514851484,-0.08099572728961546
2015-11-05,-0.10658511125721191,-0.003423001948329286,-0.09638714594162578,1.7400304795326527,0.9016847060197986,1.081240841209123,-0.06125473806978321,-0.0037962293532060043,-0.08914493632504539
2015-11-06,-0.04533788045725812,0.020812968048194373,0.008016678681360702,1.4744351948368433,0.6132871940707592,0.645056323896636,-0.030749320564255167,0.03393673999622604,0.012427873945849877
2015-11-07,0.021127990246320377,0.001219855996232882,-0.003837170952541872,0.6587675693205313,0.5816816106609313,-0.1326149536780008,0.032071995086388805,0.0020971197539609854,0.02893467777290648
2015-11-08,-0.01808942163473265,0.07765381033699582,0.003021994127495603,0.5332722862998835,0.7062975809466536,-0.30181362626520425,-0.03392154833367833,0.10994489069736879,-0.010012782275244825
2015-11-09,0.014354233453071272,-0.04126899444953037,0.002636332699638555,0.7778577858306619,1.3836034204484235,-0.3223957382952758,0.01845354474114136,-0.029827184466019285,-0.008177318700236635
2015-11-10,-0.12465916496120467,-0.03227255220314394,0.0004065650077788219,1.0912268431894034,0.4966772126975698,-0.009230828181539863,-0.1142376268868669,-0.06497691333142541,-0.04404426122803207
2015-11-11,-0.08995444850173023,-0.1323163150426425,-0.001921798578726935,1.1770962449243498,0.8674596673247983,0.05962989111176675,-0.07642064010450689,-0.15253310329770065,-0.032228778937812064
2015-11-12,0.07301113332247612,0.05179391575187002,0.011106563056671832,0.8390211804195005,0.3947933666649419,0.17096889846082597,0.087019416227337,0.13119246706043852,0.06496247654784226
2015-11-13,-0.0016157158093685587,-0.00034585683848087795,0.003332513207444993,0.39025307209855953,-0.03694547103787116,-0.23645222617199657,-0.004140174478781566,0.00936127835875622,-0.01409381193569692
2015-11-14,-0.0007896515497819622,0.007000733319121514,0.035526555381580165,0.06924873942423915,-0.4141150870769792,-1.0674656942505685,-0.011403118040088978,-0.01690528439457739,-0.033281215099396855
2015-11-15,-0.007174788101502542,-0.005992234910364655,0.015927258078815565,0.18748498484075427,-0.30337037452443916,-0.42290290162646293,-0.03826860112342678,0.019752208566040874,-0.03766173752310553
2015-11-16,0.008199765985357118,0.0026687642057759116,-0.0024862548972966643,0.2481397991996026,0.10705862068074268,-0.1500761108295734,0.03304494487303611,0.024928064538906947,0.016566626650660332
2015-11-17,0.0037528355641260774,0.06276181203997978,-0.0019553054247698864,0.2860023877499316,0.719456778749274,-0.5174226980297281,0.01312169312169309,0.08723499992464712,0.0037789324515824507
2015-11-18,-0.00017886139807995013,-0.003551436557749874,-0.0009293782690260126,0.11986933176522285,0.21503212776976177,-0.49373220542013385,-0.0014921364409561377,-0.01651584158415831,0.001882352941176224
2015-11-19,-0.0033041216960433524,0.008313077118191747,0.006905781012401483,0.13098650216577568,-0.21852852700571823,-0.8168004319668256,-0.025224902119011294,-0.038041152942811074,-0.008454673555659875
2015-11-20,-0.0035582222782465467,-0.0033744221593968505,-0.00024501704180314486,0.2809961733777513,0.10533020889888967,-0.2068923900985311,-0.012662885175532712,-0.03203660369302108,0.001184272856466384
2015-11-21,-0.005624782007291945,-0.010341072884957114,-0.003070697053914879,-0.36889863584280036,-0.186736921764048,-0.7211020248276832,0.015247500155269877,0.055377762401072506,0.004258339247693366
2015-11-22,0.004196913170121778,0.0034183978734803064,-0.0039047248141144504,-0.5740990889991338,-0.4108390667593049,-0.7534344016325587,-0.007310433426115592,-0.008320527793144405,0.005182567726737197
2015-11-23,0.0019560842544403744,0.005656242279722183,-0.0007336528848471662,-0.42605878116514617,-0.26012372745176116,-0.14907127903060768,-0.004591113576138617,-0.02174443037216245,0.004921490508554172
2015-11-24,0.003452595690730006,0.0057007655544095365,0.006408725144502813,-0.3717870126301115,-0.11540570901478553,-0.5974046395571335,-0.009286488159727546,-0.04939760435663687,-0.010727611940298476
2015-11-25,-0.0006408916720477794,-0.001804294910414802,-0.010505703196513503,-0.02513693377927595,0.04431194520928727,-0.5863841178896081,0.02549601624746134,-0.040718025396832336,0.017916077322017943
2015-11-26,0.06771718954217208,0.01074639323430597,-0.0008313412288777051,0.9082737547869328,0.4494772921811929,0.13295301578866336,0.07455592456049498,0.023908645489423064,-0.0062528948587309285
2015-11-27,0.0036824747293055207,0.007797971633055149,0.0019210497100100369,0.24230134095736489,-0.4247679862265663,-0.5495482870435371,0.015197913122377171,-0.01835819055557497,-0.003495688650664186
2015-11-28,0.000364919512520646,-0.017161662212633023,0.004985501384246848,-0.19796330645892013,-0.31193419917735454,-0.5610001031326313,-0.00184336945592678,0.055016930679266496,-0.008886810102899712
2015-11-29,-0.004999963896049106,0.013925418014617285,-0.007477585662415062,-0.1284606108677231,-0.34380940581409725,-0.5195083284805779,0.038922155688622784,-0.04050330729505103,0.014393581878244355
2015-11-30,0.00694895402346439,-0.0011970888917049926,0.0046097914170778395,0.42787348911643264,0.1914065622377663,-0.2022193194083428,0.016240674405451294,-0.0062541684972010625,-0.0227959990695511
2015-12-01,-0.009406692521032283,-4.311718088353278e-05,0.0019592345735108606,0.23933467444611622,-0.022395258688787223,-0.07415085084071293,-0.03930350895791368,0.0019252816626369462,-0.02642228040942629
2015-12-02,-0.0009151130018764692,0.019405991654001618,-0.0008196767051319514,0.10052100365157557,-0.31678226346185134,-0.04039129787939366,-0.009103699412397637,-0.06125971650663009,0.02029339853300738
2015-12-03,9.955809960835352e-05,0.0029598403630693177,-0.01912581479649368,0.019225953655013228,-0.26807659695116115,-0.8967643274805397,0.005178317881900929,-0.011041024829215318,0.021327582075245655
2015-12-04,-0.0020255787863721402,-0.0364236709027975,0.11589133642298953,-0.34334986892941544,-1.060335126461064,1.003920479338987,0.005899459908599969,0.03435109334193598,0.11543876114500229
2015-12-05,0.018364541757534904,-0.029434840477637652,0.0881582487754208,0.258813902813408,-1.1040082524300256,0.7661870469439673,0.07095655047084093,0.026661793888631546,0.11506100126209517
2015-12-06,-0.00018296460058446593,0.014314429447865262,0.008773113314210237,0.41861224351369586,-0.45828598649335817,1.0815412483402014,-0.0004370741740583606,-0.03123470904575154,0.0081116770420675
2015-12-07,0.003591720432316825,0.008485064085668329,0.03736879143908235,0.20656643042546108,-0.2925099456831113,0.9245315807891483,0.01738772570605507,-0.02900777977259128,0.04041916167664672
2015-12-08,0.004447342110171296,-0.006308275502033119,0.4203975470007124,0.08786721769516248,-0.47150145723985304,1.923794536069103,0.05061435000252823,0.013379121962764362,0.2185251798561152
2015-12-09,0.002512292116207851,0.005485788015218421,0.7115004727767418,0.5220040559056791,-0.15057811330157023,2.7576748873354813,0.004812782750986511,-0.036431509831922004,0.258007380073801
2015-12-10,0.00023323200067416932,-0.04126274175162682,-0.019942542810971676,-0.04682132413534035,-0.677745388566235,2.151522688327976,-0.004981320049813109,0.060882364450930204,-0.009269036724158242
2015-12-11,0.059888386408275145,0.010135381137861285,-0.0007672472050266162,0.6824582222959457,0.09531291281621712,2.159545133080579,0.08775392317319719,0.10633796448341037,-0.000355281856940004
2015-12-12,-0.03183947221791741,0.03327044742306442,0.012883012384623076,0.8494410315327983,0.6552201338027857,1.144689553037912,-0.03748285170597865,0.050777510803839965,0.011254590688307253
2015-12-13,0.00014927139003367647,0.023628844448621865,0.032754915667504686,-0.05194644373171897,-0.9583105586576242,1.150600659003377,-0.002873563218390829,-0.024656771476796124,0.02846766635426423
2015-12-14,0.01870656623232783,-0.011377915916340272,-0.2213529210520585,0.7779456474853461,-0.2701139575969407,1.6680320119450833,0.024046109510086566,0.04212265081583899,-0.13270304134867295
2015-12-15,0.015377887328846021,-0.0038696518682981283,-0.2855198269880245,0.32311021730022915,-0.2263311012817244,2.3375784545019567,0.047593318024224285,0.017097304994249996,-0.1221434200157604
2015-12-16,-0.012410472965806945,0.014957667283371444,0.009922501058029455,0.5558076304571031,-0.802808160070418,0.9341126348150741,-0.02232872002063091,-0.01863168316831687,0.010622381807300796
2015-12-17,-0.0006748934845366018,0.004440091125830168,-0.0006490349667191764,-0.26698199384369303,-0.08718009552668526,0.07187264262603321,0.002527861429230782,-0.05093010163622824,-0.00903034789045154
2015-12-18,-0.0009110132871250099,0.017553589277086824,-0.020608224180878366,-0.05510542970715804,-0.8025993480385392,0.44935326601563474,0.016532187335555282,-0.02187092391737644,-0.04586196593964742
2015-12-19,0.0007798282566521266,0.008434925906864668,0.0024310401749324064,-0.2781107510377403,-0.6438160987063952,-0.1617401416384716,-0.002804020534058038,-0.013101452299519645,-0.015030530765617667
2015-12-20,-0.007694448104402507,0.0013055570837474438,-0.0007707241157843106,0.1812173839850928,-0.2831477984601758,0.08658259664998447,-0.042459768125973296,-0.004610867860698087,-0.008901605468129015
2015-12-21,-0.001927272100976974,0.0004079697169556515,-0.00022048280545265838,0.2106627373781471,-0.1184193023797171,-0.040432655646981175,-0.009148614154374402,-0.0034451285285187483,0.0054530874097833415
2015-12-22,0.0010724469461706222,0.012324118071860578,0.0018355795102832214,-0.2272551345257412,-0.30356881948393344,-0.15141115723638876,-0.004719131862119252,-0.04059744374541352,-0.012123145637262689
2015-12-23,-0.003963735456408352,0.004203603360191253,0.010642770606630077,-0.2968178367417167,-0.5931040703810648,-0.3832016184119791,0.013354101289598352,-0.007087463347689504,-0.027773292426933494
2015-12-24,-0.002163334116577029,-0.003062427465686254,0.0038096669574820205,-0.07601739580410438,-0.506807824970819,-0.4587600950199793,0.02845840867992777,0.006042581260189861,-0.008304268393954595
2015-12-25,-0.0006108507856631984,-0.009057102051404144,0.04034164159655517,-0.4211075741953074,-1.1010635165609841,0.46682159297098913,0.001450581331457812,0.008225776183823363,0.08641768547981932
2015-12-26,-0.05797451184630155,0.0046264048266346025,-0.01391540144270019,0.6882773924639736,-0.255498196962197,0.2884000292613287,-0.08423131789750904,-0.018107387377450324,-0.04825034684754137
2015-12-27,-0.0008247748067219762,-0.0024176032651522512,-0.0018771551018637081,-0.06200969073889695,-1.1725828622071663,-0.0685772520645358,0.013300740527715904,0.0020617760527401607,0.02737285390346611
2015-12-28,0.00019577325595580687,0.010621023866222809,3.4402485942178776e-05,-0.15329045941339103,-0.8006578435913596,-0.07273832277708792,-0.0012771392081737387,-0.013265371658113145,-0.00047296232066840194
2015-12-29,-0.0029213476247118477,-0.028197254836078014,0.005846792243788324,-0.11529221261339373,-0.8494713295575558,-0.48774556349497367,0.025338637870607306,0.03319388642670784,-0.011987381703470024
2015-12-30,0.0030033503511275737,0.00999474405587305,0.007926033678000113,-0.20446393632566284,0.22429444984978986,-0.6054716458413711,-0.014688900180146902,0.04456081754393182,-0.013090676883780406
2015-12-31,-0.0019541656820217467,0.008211685398528262,0.007132715795892292,-0.2110597881681322,0.34695664347067456,-0.31052428908595964,0.009258825184004449,0.023667756629143,-0.022969912649627888
2016-01-01,-0.00376847170813506,-0.01253194786921935,0.012254053908875934,-0.43154012323716273,-0.8078372930345772,-0.8707586542307038,0.008732610260816953,0.015512960316729218,-0.01407284768211936
2016-01-02,0.001244768866795142,0.006769982496330322,-0.010909967830665475,-0.6074611931630969,-0.588817053770736,-0.5906259857419336,-0.0020491331476065744,-0.011497599216897525,0.018471872376154552
2016-01-03,0.0025706232868265,-0.003781644947597584,0.004236790918294788,-0.3248428447353007,-0.10189098185424328,-0.5353361858220378,-0.007913436692506437,0.03711461876976796,-0.007914262159934071
2016-01-04,-0.002502382835009444,0.004615110013108988,0.004759033243775214,-0.3493667671696201,-0.2574145479076435,-0.485340729284669,0.007162624125020223,-0.017928707023834645,-0.009805550939006147
2016-01-05,0.0011887186584130344,0.003208262993658118,-0.004064567693616507,-0.4555948351965604,-0.7114830070136797,-0.2815894688205489,-0.002609157449952604,-0.004509261587461122,0.014434373950990231
2016-01-06,0.003068618756613432,-0.00025898366744112067,0.0031668027673282077,-0.46509493266903945,-0.35976617718497117,-0.4668330713593196,-0.0065978331326973505,0.0007198666352339345,-0.006783587028457827
2016-01-07,0.03288527515901236,-0.003858373237819595,-0.0010669716861216284,0.48760886052120966,0.41431651913191736,-0.17791752866078347,0.06744191466057647,-0.00931262225774565,0.0059970014992503096
2016-01-08,-0.0006663471336915165,0.01232677362127922,0.010046140300059908,0.06332371464468878,0.2592864055268205,-0.5723456723779403,-0.01052286868245822,0.047541148932330524,-0.017552574929624143
2016-01-09,0.006433051409362187,-2.802612322233818e-05,-0.004279617239601146,-0.518799268730465,-0.6285425024653772,-0.5181830425010858,-0.012399885267965538,4.458906615290026e-05,0.008258890948929842
2016-01-10,-0.00034909274763560713,-0.000998509449598375,0.0042644186869888485,-0.41120369676102797,-0.07947750247423002,-0.981144330214132,0.0008489533299076424,0.012563422585179174,-0.004346372450685365
2016-01-11,-0.00029199576312474295,0.05388310162353055,0.009098987644914252,-0.29729814073242267,0.8860054553864956,-0.8884191871001512,0.0009821647804637568,0.0608157673250731,-0.010241773002014787
2016-01-12,-0.021139396618146962,0.14622171528106354,0.00368183017506699,0.7440768936794058,1.937437727474098,-0.5293753385858508,-0.028410231251254414,0.07547169811320731,-0.006955046649703145
2016-01-13,-0.00872044661456975,-0.007562609845691465,0.0005174273197612579,1.1444010197294965,0.8621375224088244,-0.05048365883137329,-0.007620096857857583,-0.00877192982456143,-0.010249402118209794
2016-01-14,0.0012341277510633324,0.02847465014420912,-0.021755640892989158,-0.2590290367608006,0.5362725777159376,0.4756686163546391,-0.004764437865716897,0.053097345132743445,-0.045736969278563966
2016-01-15,-0.14744230997046806,0.036558715145639256,0.010771589198835498,0.9615929130553518,2.1752435511655435,-0.19852038893453816,-0.15333131928144828,0.01680672268907557,-0.05425935973955509
2016-01-16,0.046968741015344755,0.01419431420228845,0.013096531548548826,0.7372736498974817,1.7175120184769082,-0.5853142176697563,0.06370598084154477,0.008264462809917328,-0.022375215146299587
2016-01-17,0.003519126718333471,0.08366599555581347,-0.004811750445037886,-0.2602676275616318,0.9279319507099313,-0.1597251186690496,-0.013521184909944806,0.0901639344262295,0.03012519561815341
2016-01-18,-0.0012960886799848479,0.16462539917918004,-0.0009732514738253928,-0.10174429206534086,2.189517809083098,-0.08541903768607462,0.012738686895108486,0.07518796992481191,0.011393847322445971
