date,RV_BTC,V_BTC,R_BTC,R5_BTC,RV_ETH,RV_XRP,V_ETH,V_XRP,R_ETH,R_XRP,R5_ETH,R5_XRP
2015-08-08,-0.009132703822857158,0.36367700407156267,-0.025112128951271462,-0.04492475013823438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-09,-0.000530632147140961,0.0228481305257624,-0.023224313540341823,-0.06891016292553931,-0.0,0.0,0.0,0.0,-0.3831790430285782,0.04314308518204735,0.0,0.0
2015-08-10,-2.240665905075129e-05,-0.05767624792810366,0.00038849023394660337,-0.0646396998126696,0.06066690179341369,-0.018642613500144165,-0.5179231124157049,-1.2948980081824089,-0.11713495756242698,0.01439697441987109,0.0,0.0
2015-08-11,-0.0004219171893606232,-0.05549127643033014,0.007603306618660044,-0.04479882439627925,0.376659249640519,-0.014139222505230921,1.2084818212445203,0.36556162373072176,0.3116796984605257,-0.03867808212725876,0.0,0.0
2015-08-12,-0.00013094073886973755,-0.018863375251791048,0.0069415328445689975,-0.03347735709789623,0.5359603727270907,-0.05398352121252363,1.8762256904149144,1.1504813632798707,0.28565879652173765,-0.046922551668828194,0.0,0.0
2015-08-13,-0.002729321721457296,0.2422953893005202,-0.011264439366083456,-0.019748490493405657,0.4193551929517848,0.0009008881554543737,1.0022064056847988,-0.15001781892864052,0.4184319622914834,-0.006005207660583989,0.30261319503391326,-0.03631971237063025
2015-08-14,0.0001938945744793309,-0.1721709469092625,-0.0011261747580532109,0.0024282837638835986,0.23912060752095407,0.00101498607845799,0.9099905504283399,0.19709163327815382,0.26277262704365234,0.005149818191549249,1.6667451352352654,-0.07141879223942205
2015-08-15,0.0009177615042963949,-0.6663498369162832,-0.0013772968093510587,0.0006588962783364849,0.08410132192165366,-0.004626278894571399,-0.5460468458473091,-0.4050553105196424,-0.1540185106117633,0.01142135104619757,1.5553362211469444,-0.07414268438011629
2015-08-16,-0.004800426007758362,0.18295212232363856,-0.02623870085128888,-0.032949871795643904,0.08867874568258041,0.0034385797911843288,-0.4186085403437563,-0.1754043845897364,-0.2118417020583443,-0.019603727690314154,0.5354430270527273,-0.05577201138511079
2015-08-17,-0.0009433173832165244,0.4530830822755316,-0.002081996481702375,-0.041615921320063975,0.00022019560359541767,-0.020280497401497254,-0.027085540651224704,1.3867660034003042,-0.00812963663641919,-0.014624311060243866,0.18457590558796078,-0.023773664536129058
2015-08-18,-0.01931626635225228,0.514149946642612,-0.03756932482126485,-0.06711331861766101,0.06183356994256366,0.0014021831183749108,-0.5732127038206869,-0.1891050007250632,-0.10787194619103646,-0.007414838914881594,-0.2549565821021663,-0.025158097497291254
2015-08-19,-0.06690363718783354,1.0288583068506405,-0.06502706615901965,-0.12679281868062595,-0.011189311026634811,-0.0027374324352120094,-0.21422095538843777,-0.4812933551596501,0.05223256990122982,0.005687658900472403,-0.37917647760705453,-0.02463647410300629
2015-08-20,-0.00020104164319701564,-0.021103014075126048,0.009526679102867195,-0.11725825668733147,0.050565468057060414,-0.010617697007797874,0.5154718481355349,0.334338895482035,0.0980954987938838,-0.03175728923938015,-0.19416260989582745,-0.06627576794312162
2015-08-21,-0.001241807668745664,-0.8569480110219754,0.001449105024778241,-0.092158489373813,0.03047931607035754,-0.004942779020317657,0.42062895853050364,-0.40511728979581907,0.07246128791712092,0.012200859219829496,0.09651754920287337,-0.03598524733700115
2015-08-22,-4.4256213898665976e-05,0.0022394137914352186,-0.019762410175344414,-0.1082429907251683,0.046559999198557286,0.014152368619804368,-1.1526063138109253,-1.3817093940511747,-0.040395405300716614,-0.010242652095104887,0.06084758376611665,-0.031698573806343
2015-08-23,0.00042383022637604436,0.2197446334796611,0.0019287398270650962,-0.0716453666974457,0.012252338909448423,0.011314848919681576,-0.27196117778623474,-0.8063458449229883,-0.04505179382286295,-0.014032253022600027,0.13554830253296157,-0.0381540919517207
2015-08-24,-0.04591988535887729,0.8595407935787529,-0.0534237417257265,-0.0601241775704966,0.009293763262008512,-0.015053943150486722,-0.19124577679565746,0.5166477852608309,-0.04859591368618155,-0.029137728990528244,0.026736223663928804,-0.071461308703068
2015-08-25,-0.013360854210069972,1.1897089847347315,-0.011230354970420795,-0.07944910961505225,0.024316016223061863,-0.0023346361062803267,-0.24850684045060945,0.17962792424378726,-0.09784847845222455,-0.012997066664934609,-0.15647441645647375,-0.0534703728311825
2015-08-26,-0.02389859084160584,-0.4465338345888412,0.05352022397946876,-0.031584355753302214,-0.0034815577664623863,-0.010658668527750501,0.26646943300052506,-0.41720365410212334,-0.013065505214834627,0.02554787913037182,-0.223744012942659,-0.04098930282944613
2015-08-27,0.0007939629782416438,-1.0788991944405062,-0.0007359009834587704,-0.012787311701847548,-0.015647109992619663,-0.0040594821095015065,-0.8798614794416535,-0.4803366849979782,0.017783606122351303,0.008451326405599424,-0.176681080785288,-0.022876049724732228
2015-08-28,-0.000565839995068168,-0.04766199442513397,0.01187193280291643,-0.002990161587507201,-0.007250080222298326,0.0015749086695796023,-0.8813903085752397,0.308093972742415,0.008225731723801255,0.005111780199920757,-0.13074728619017317,-0.003903731995337778
2015-08-29,0.00041610272478356233,0.07464088496344345,0.0055747292517680505,0.059151747742752114,0.0001428797814379761,-0.006482436328519587,-0.42124858961990697,0.48070087747405177,-0.00033918162566881627,-0.013485384845941972,-0.08665740271519506,0.012155437315810591
